ID	NAME	SIZE	DATA TYPE	INTERPRETATION RANGE / LAYOUT
21.1010	DPT_Channel_Activation_8	1 byte	Bitfield	bits 0–7: channels 1–8 active={0,1}
21.1200	DPT_VirtualDryContact	1 byte	Bitfield	bit0-7: contact channels 1-8 open={0}/closed={1}
21.1201	DPT_Phases_Status	1 byte	Bitfield	bit0: phase L1 ok, bit1: phase L2 ok, bit2: phase L3 ok, bit3-7: rsvd
22.100	DPT_StatusDHWC	2 bytes	Bitfield	16 bits status: DHW heating active, solar load, legionella mode, boiler active etc.
22.101	DPT_StatusRHCC	2 bytes	Bitfield	16 bits status: Heating coil active, cooling coil active, fan stage active, etc.
22.1000	DPT_Media	2 bytes	Bitfield	16 bits status: transmission speed, media type TP, RF, IP, PL, etc.
22.1010	DPT_Channel_Activation_16	2 bytes	Bitfield	bits 0–15: channels 1–16 active={0,1}
23.001	DPT_OnOff_Action	2 bits	Enum	{0=off, 1=on, 2=toggle, 3=reserved}
23.002	DPT_Alarm_Reaction	2 bits	Enum	{0=no action, 1=alarm pos, 2=alarm+ack}
23.003	DPT_UpDown_Action	2 bits	Enum	{0=no action, 1=move up, 2=move down, 3=toggle Up/Down}
23.102	DPT_HVAC_PB_Action	2 bits	Enum	{0=heating on, 1=cooling on, 2=toggle Heat/Cool, 3=reserved}
24.001	DPT_VarString_8859_1	variable	String	Variable-length ISO 8859-1 string, null-terminated
25.1000	DPT_DoubleNibble	1 byte	Unsigned	Upper nibble=[0…15], Lower nibble=[0…15]
26.001	DPT_SceneInfo	1 byte	Composite	bit7: reserved; bit6: learn flag {0,1}; bits 0-5: Scene number [0..63]
27.001	DPT_CombinedInfoOnOff	4 bytes	Bitfield	16 masks + 16 values for on/off switching
28.001	DPT_UTF-8	variable	String	Variable-length UTF-8 encoded string, null-terminated
29.010	DPT_ActiveEnergy_V64	8 bytes	Signed	[-9.2e18 … 9.2e18] Wh
29.011	DPT_ApparantEnergy_V64	8 bytes	Signed	[-9.2e18 … 9.2e18] VAh
29.012	DPT_ReactiveEnergy_V64	8 bytes	Signed	[-9.2e18 … 9.2e18] VARh
30.1010	DPT_Channel_Activation_24	3 bytes	Bitfield	24-bit channel mask, bits 0–23: channels 1–24 active={0,1}
31.101	DPT_PB_Action_HVAC_Extended	3 bits	Enum	{0=auto, 1=comfort, 2=standby, 3=economy, 4=protect}
200.100	DPT_Heat/Cool_Z	2 bytes	Boolean + Z	B1=[0=cool/1=heat]; Z8=validity [{0,1}]
201.100	DPT_HVACMode_Z	2 bytes	Enum + Z	N8=[0…4] HVAC mode; Z8=validity status
201.101	DPT_BinaryValue_Z	2 bytes	Boolean + Z	B1 binary value; Z8 validity status
201.102	DPT_DHWMode_Z	2 bytes	Enum + Z	N8 DHW Mode; Z8 validity status
201.104	DPT_HVACContrMode_Z	2 bytes	Enum + Z	N8 HVAC Contr Mode; Z8 validity status
201.105	DPT_EnablH/Cstage_Z	2 bytes	Enum + Z	N8 Heat/Cool Stage Enable; Z8 validity status
201.107	DPT_ChangeoverMode_Z	2 bytes	Enum + Z	N8 changeover mode; Z8 validity status
201.108	DPT_ValveMode_Z	2 bytes	Enum + Z	N8 valve mode; Z8 validity status
201.109	DPT_DamperMode_Z	2 bytes	Enum + Z	N8 damper mode; Z8 validity status
202.001	DPT_RelValue_Z	2 bytes	Unsigned + Z	U8=[0…255]; Z8=validity flag
202.002	DPT_UCountValue8_Z	2 bytes	Unsigned + Z	U8 value; Z8 validity status
203.002	DPT_TimePeriodMsec_Z	3 bytes	Unsigned + Z	U16=[0…65535] ms; Z8=validity status
203.003	DPT_TimePeriod10MSec_Z	3 bytes	Unsigned + Z	U16=0…65535 (10ms); Z8 validity status
203.004	DPT_TimePeriod100MSec_Z	3 bytes	Unsigned + Z	U16=0…65535 (100ms); Z8 validity status
203.005	DPT_TimePeriodSec_Z	3 bytes	Unsigned + Z	U16=0…65535 (seconds); Z8 validity status
203.006	DPT_TimePeriodMin_Z	3 bytes	Unsigned + Z	U16=0…65535 (minutes); Z8 validity status
203.007	DPT_TimePeriodHrs_Z	3 bytes	Unsigned + Z	U16=0…65535 (hours); Z8 validity status
203.011	DPT_FlowRate_Z	3 bytes	Float + Z	F16 flow rate; Z8 validity status
203.012	DPT_Count_Z	3 bytes	Signed + Z	V16 counter; Z8 validity status
203.013	DPT_Current_Z	3 bytes	Float + Z	F16 current; Z8 validity status
203.014	DPT_PowerKW_Z	3 bytes	Float + Z	F16 power in kW; Z8 validity status
203.015	DPT_Pressure_Z	3 bytes	Float + Z	F16 pressure; Z8 validity status
203.016	DPT_Percent_Z	2 bytes	Unsigned + Z	U8 percent; Z8 validity status
203.017	DPT_PercentU16_Z	3 bytes	Unsigned + Z	U16 percent; Z8 validity status
203.100	DPT_AirFlowHVAC_Z	3 bytes	Unsigned + Z	U16=0…65535 m³/h; Z8 validity status
203.101	DPT_WindSpeed_Z	3 bytes	Float + Z	F16 wind speed; Z8 validity status
203.102	DPT_SunIntensity_Z	3 bytes	Float + Z	F16 sun intensity; Z8 validity status
203.104	DPT_SunIntensity_Z_Alt	3 bytes	Unsigned + Z	U16=0…65535 Lux/10; Z8 validity status
204.001	DPT_RelValue_Z	2 bytes	Unsigned + Z	U8=0..255; Z8 validity flag
205.002	DPT_DeltaTimeMsec_Z	3 bytes	Signed + Z	V16=-32768..32767 ms; Z8 validity status
205.003	DPT_DeltaTime10MSec_Z	3 bytes	Signed + Z	V16 delta time 10ms; Z8 validity status
205.004	DPT_DeltaTime100MSec_Z	3 bytes	Signed + Z	V16 delta time 100ms; Z8 validity status
205.005	DPT_DeltaTimeSec_Z	3 bytes	Signed + Z	V16 delta time seconds; Z8 validity status
205.006	DPT_DeltaTimeMin_Z	3 bytes	Signed + Z	V16 delta time minutes; Z8 validity status
205.007	DPT_DeltaTimeHrs_Z	3 bytes	Signed + Z	V16 delta time hours; Z8 validity status
205.017	DPT_DeltaTimePeriod_Z	3 bytes	Signed + Z	V16 delta time period; Z8 validity status
205.100	DPT_TempHVACAbs_Z	3 bytes	Signed + Z	V16=[-273…655.34] °C; Z8=validity
205.101	DPT_TempHVACDiff_Z	3 bytes	Signed + Z	V16=-327.68..327.67 K; Z8 validity status
205.102	DPT_AirFlowDiffHVAC_Z	3 bytes	Signed + Z	V16=-3276.8..3276.7 m³/h; Z8 validity status
205.103	DPT_Concentration_Z	3 bytes	Signed + Z	V16=0..32767 ppm; Z8 validity status
206.100	DPT_NextHVACMode	2 bytes	Enum + Z	N8 next mode; Z8 validity state
206.102	DPT_DHWModeNext	2 bytes	Enum + Z	N8 DHW mode next; Z8 validity state
206.104	DPT_OccModeNext	2 bytes	Enum + Z	N8 occupancy mode next; Z8 validity state
206.105	DPT_BuildingModeNext	2 bytes	Enum + Z	N8 building mode next; Z8 validity state
207.100	DPT_StatusBUC	2 bytes	Composite	8-bit status + 8-bit validity for BUC configuration
207.101	DPT_LockSign	2 bytes	Composite	8-bit lock info + 8-bit validity parameters
207.102	DPT_ValueDemBOC	2 bytes	Composite	8-bit value demand + 8-bit validity parameters
207.103	DPT_ActPosDemAbs	3 bytes	Composite	16-bit position demand + 8-bit validity parameters
207.104	DPT_StatusAct	2 bytes	Composite	8-bit actuator status + 8-bit validity
207.105	DPT_StatusAct_CC	3 bytes	Composite	16-bit actuator CC status + 8-bit validity
207.600	DPT_StatusLightingActuator	2 bytes	Composite	8-bit lighting state + 8-bit error masks validation
209.100	DPT_TempRoomDemandAbsolute_Heat	4 bytes	Composite	F16 flow controller; U8 primary stage; U8 aux stage
209.102	DPT_StatusCPM	3 bytes	Composite	V16 Status of Cold Water Producer + B8 status
209.103	DPT_StatusWTC	3 bytes	Composite	V16 Status of Water Temp Controller + B8 status
210.100	DPT_TempFlowWaterDemAbs	4 bytes	Composite	F16 Flow Water Temp Demand Absolute + B16
211.100	DPT_EnergyDemWater	4 bytes	Float	F32 active water energy request in Wh
212.100	DPT_TempRoomSetpSetShift4	8 bytes	Composite	4x F16: Comfort shift, standby, economy, protect
212.101	DPT_TempRoomSetpSet3	6 bytes	Composite	3x F16: Comfort heat, Standby heat, Economy heat
213.100	DPT_TempRoomSetpSet4	8 bytes	Composite	4x F16: Comfort heat temp, standby, economy, protect
213.101	DPT_TempDHWSetpSet4	8 bytes	Composite	4x F16: Comfort DHW, Standby DHW, Eco DHW, Protect DHW
213.102	DPT_TempRoomSetpSetShift4_Alt	8 bytes	Composite	4x F16: Comfort shift, standby shift, economy shift, protect
214.100	DPT_PowerFlowWaterDemRate	4 bytes	Float	F16 flow + F16 thermal power demand
214.101	DPT_PowerFlowWaterDemVolume	6 bytes	Composite	F16 flow + F16 power + U16 volume pulse demand
215.100	DPT_StatusBOC	4 bytes	Composite	8-bit status for burner/controller + 3 bytes validity
215.101	DPT_StatusCC	4 bytes	Composite	8-bit status flags for cooling controller + 3 bytes validity
216.100	DPT_SpecHeatProd	4 bytes	Float	F16 primary Heat Production + F16 auxiliary production in kW
217.001	DPT_Version	2 bytes	Version	Major=[0…31]; Minor=[0…31]; Sub=[0…63]
218.001	DPT_VolumeLiter_Z	5 bytes	Composite	U32 Volume in Liters; Z8 validitystatus
218.002	DPT_FlowRate_m3h_Z	5 bytes	Composite	V32 flow rate; Z8 validitystatus
219.001	DPT_AlarmInfo	6 bytes	Composite	U8 alarm index, U8 alarm level, 4 bytes status details
220.100	DPT_NextTempHVAC_Z	2 bytes	Float + Z	F16 flow/room temperature; Z8 validity flag
221.001	DPT_SerNum	6 bytes	Composite	6-byte unique device serial number / MAC address
222.100	DPT_TempRoomSetpSet3_Alt	6 bytes	Composite	3x F16: Comfort heat, standby heat, economy heat setpoints
223.100	DPT_EnergyDemand_HVAC	1 byte	Unsigned	U8 energy demand 0..100%
224.100	DPT_TempSupplyAirSetpSet	8 bytes	Composite	4x F16 setpoints for dynamic supply air temperatures
225.001	DPT_ScalingSpeed_Z	2 bytes	Unsigned + Z	U8 scaling speed 0..100%; Z8 validity flag
225.002	DPT_ScalingStepTime	3 bytes	Composite	U8 percent speed, U16 step duration in ms
225.003	DPT_TariffNext	2 bytes	Composite	U8 current tariff, U8 next active tariff index
229.001	DPT_MeteringValue	6 bytes	Composite	V32 pulse count + U8 channel identity + U8 status mask
230.1000	DPT_MBus_Address	8 bytes	Composite	4-byte ID + 2-byte manufacturer + U8 version + U8 medium
231.001	DPT_Locale_ASCII	6 bytes	String	6-character string representing localized code or region
232.600	DPT_Colour_RGB	3 bytes	Composite	R=[0…255]; G=[0…255]; B=[0…255] rgb values
234.001	DPT_LanguageCodeISO	2 bytes	String	2-character ISO 639-1 language code
234.002	DPT_RegionCodeISO	2 bytes	String	2-character ISO 3166-1 country/region code
235.001	DPT_Tariff_ActiveEnergy	6 bytes	Composite	V32 energy (Wh) + U8 active tariff count + U8 status flags
236.001	DPT_PrioritisedModeControl	4 bytes	Composite	U8 active level input + U8 priority tier + U16 force state
237.600	DPT_DALI_Control_Gear_Diagnostic	2 bytes	Composite	B16 diagnostic flags (fault, lamp, driver, ballast status)
238.001	DPT_SceneConfig	2 bytes	Composite	U8 scene recall index, U8 scene fade duration parameters
238.600	DPT_DALI_Control_Device_Diagnostic	2 bytes	Composite	B16 diagnostic flags (sensor fault, push-button error, power)
239.001	DPT_FlaggedScaling	2 bytes	Composite	U8 percentage output [0..100]%, B8 status flags
240.800	DPT_CombinedPosition	4 bytes	Composite	U8 vertical position, U8 horizontal, U8 slat tilt, U8 status
241.800	DPT_StatusSAB	4 bytes	Composite	U8=[0…100]% position; U8=[0…100]% tilt; B16=status
242.600	DPT_Colour_xyY	6 bytes	Composite	x=[0…65535]; y=[0…65535]; Y=[0…255] brightness
243.600	DPT_Colour_xyY_Transition	3 bytes	Composite	x_shift=[-128..127], y_shift=[-128..127], transitions=[0..255]
244.600	DPT_DALI_Converter_Status	4 bytes	Composite	B32 converter state flags, emergency test state, battery
245.600	DPT_DALI_Converter_Test_Result	6 bytes	Composite	U16 converter test index, B16 status flags, U16 duration log
246.600	DPT_DALI_Battery_Info	4 bytes	Composite	U16 battery voltage in mV, U8 charge percentage, U8 temp
247.600	DPT_DALI_Converter_Test_Info	5 bytes	Composite	B8 test trigger, U32 scheduled check intervals in seconds
248.600	DPT_DALI_Converter_Info_Fix	4 bytes	Composite	B32 diagnostics, specific emergency driver flags
250.600	DPT_Brightness_Colour_Temp_Control	3 bytes	Composite	8-bit brightness adjustment + 16-bit temp delta
251.600	DPT_Colour_RGBW	6 bytes	Composite	R/G/B/W=[0…255]; B4=component valid bits
252.600	DPT_Relative_Colour_RGBW_Transition	3 bytes	Composite	R/G/B/W relative transition factors and speed
253.600	DPT_Relative_Colour_Temperature_Transition	3 bytes	Composite	Temperature delta in Kelvin plus transition parameters
254.600	DPT_Colour_Transition_Control	4 bytes	Composite	U16 color point x/y shift, U16 duration in ms
255.001	DPT_GeographicalLocation	8 bytes	Composite	F32=longitude [-180…180] °; F32=latitude [-90…90] °
256.001	DPT_DateTime_Period	12 bytes	Composite	8-byte DateTime start + 4-byte duration in seconds
257.1200	DPT_3_Phase_Voltage	12 bytes	Composite	3x F32 floating potential values (L1, L2, L3)
257.1201	DPT_3_Phase_Current	12 bytes	Composite	3x F32 floating current values (L1, L2, L3)
257.1202	DPT_3_Phase_ActivePower	12 bytes	Composite	3x F32 floating power records
265.001	DPT_DateTime_Switch	9 bytes	Composite	8-byte DateTime + 1-byte standard Switch state
265.005	DPT_DateTime_Alarm	12 bytes	Composite	8-byte DPT_DateTime + 1-byte AlarmState + 3-byte ErrorCode
265.009	DPT_DateTime_OpenClose	9 bytes	Composite	8-byte DateTime + 1-byte DPT_OpenClose state
265.011	DPT_DateTime_State	9 bytes	Composite	8-byte DateTime + 1-byte DPT_State
265.012	DPT_DateTime_Invert	9 bytes	Composite	8-byte DateTime + 1-byte inversion status
265.1200	DPT_DateTime_ConsumerProducer	9 bytes	Composite	8-byte DateTime + 1-byte Consumer/Producer flag
265.1201	DPT_DateTime_EnergyDirection	9 bytes	Composite	8-byte DateTime + 1-byte Energy Direction detail
266.027	DPT_DateTime_Value_Electric_Potential	12 bytes	Composite	8-byte DateTime + 4-byte Float electric potential in Volts
266.056	DPT_DateTime_Value_Power	12 bytes	Composite	8-byte DateTime + 4-byte Float active power in Watts
266.080	DPT_DateTime_Value_ApparentPower	12 bytes	Composite	8-byte DateTime + 4-byte Float apparent power in VA
267.001	DPT_DateTime_UTF8	variable	Composite	8-byte DateTime + trailing null-terminated UTF-8 string
268.1203	DPT_DateTime_Breaker_Status	10 bytes	Composite	8-byte DPT_DateTime + 2-byte Breaker Status details
268.1204	DPT_DateTime_InterfaceStatus	10 bytes	Composite	8-byte DateTime + 2 external interface connection bits
268.1205	DPT_DateTime_PLCStatus	9 bytes	Composite	8-byte DateTime + 1-byte powerline status enumeration
268.1206	DPT_DateTime_PeakNotice	9 bytes	Composite	8-byte DateTime + 1-byte Peak Event notice status
270.1200	DPT_DateTime_3_Phase_Voltage	20 bytes	Composite	8-byte DateTime + 3x 4-byte Float voltage values (L1, L2, L3)
270.1201	DPT_DateTime_3_Phase_Current	20 bytes	Composite	8-byte DateTime + 3x 4-byte Float current values (L1, L2, L3)
270.1202	DPT_DateTime_3_Phase_ActivePower	20 bytes	Composite	8-byte DateTime + 3x 4-byte Float power values
271.1200	DPT_TariffDayProfile	variable	Composite	Variable format delineating day profile tariff switches
272.600	DPT_DALI_Converter_Info	8 bytes	Composite	Full status block mapping battery health logs and lamp tests
273.001	DPT_Forecast_Temperature	8 bytes	Composite	B8 flags, U16 offset, U8 confidence, F16 absolute temp
273.002	DPT_Forecast_Wind_Speed	8 bytes	Composite	B8 flags, U16 offset, U8 confidence, F16 wind speed
273.003	DPT_Forecast_Relative_Humidity	8 bytes	Composite	B8 flags, U16 offset, U8 confidence, F16 relative humidity
273.004	DPT_Forecast_Absolute_Humidity	8 bytes	Composite	B8 flags, U16 offset, U8 confidence, F16 absolute humidity
273.005	DPT_Forecast_CO2	8 bytes	Composite	B8 flags, U16 offset, U8 confidence, F16 CO2 concentration
273.006	DPT_Forecast_Air_Pollutants	8 bytes	Composite	B8 flags, U16 offset, U8 confidence, F16 air pollutant
273.007	DPT_Forecast_Sun_Intensity	8 bytes	Composite	B8 flags, U16 offset, U8 confidence, F16 sun intensity
274.001	DPT_Wind_Direction_Forecast	8 bytes	Composite	B8 flags, U16 offset, U8 confidence, F16 wind direction [0..360]
276.1200	DPT_ERL_Status	2 bytes	Composite	2-byte status mapping Energy Register Limit thresholds
277.1200	DPT_4_EnergyRegisters	32 bytes	Composite	4x V64 Active Energy registers (Wh)
278.1200	DPT_5_EnergyRegisters	40 bytes	Composite	5x V64 Active Energy registers (with custom tariff profiles)
279.1200	DPT_6_EnergyRegisters	48 bytes	Composite	6x V64 Active Energy registers for deep phase analysis
280.1200	DPT_11_EnergyRegisters	88 bytes	Composite	11x V64 Active Energy registers detailing grid exchange
281.1200	DPT_DateTime_4_EnergyRegisters	40 bytes	Composite	8-byte DateTime + 4x V64 Active Energy registers
282.1200	DPT_DateTime_5_EnergyRegisters	48 bytes	Composite	8-byte DateTime + 5x V64 Active Energy registers
283.1200	DPT_DateTime_6_EnergyRegisters	56 bytes	Composite	8-byte DateTime + 6x V64 Active Energy registers
284.1200	DPT_DateTime_11_EnergyRegisters	96 bytes	Composite	8-byte DateTime + 11x V64 Active Energy registers
